[16-Jul-2014 10:56:06 UTC] PHP Fatal error:  Class 'Algorithm\WikiBundle\Services\AlgoCrypt' not found in /media/sf_www/symfony/wiki/path/app/cache/dev/appDevDebugProjectContainer.php on line 259
[16-Jul-2014 10:58:23 UTC] PHP Fatal error:  Class 'Algorithm\WikiBundle\Services\AlgoCrypt' not found in /media/sf_www/symfony/wiki/path/app/cache/dev/appDevDebugProjectContainer.php on line 259
[16-Jul-2014 11:32:42 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Component/Debug/ExceptionHandler.php on line 302
[16-Jul-2014 11:32:42 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:32:42 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:32:45 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Component/Debug/ExceptionHandler.php on line 302
[16-Jul-2014 11:32:46 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:32:46 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:33:55 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Component/Debug/ExceptionHandler.php on line 302
[16-Jul-2014 11:33:56 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:33:56 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:33:59 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Component/Debug/ExceptionHandler.php on line 302
[16-Jul-2014 11:33:59 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:33:59 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:34:27 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Component/Debug/ExceptionHandler.php on line 302
[16-Jul-2014 11:34:27 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:34:27 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:34:30 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Component/Debug/ExceptionHandler.php on line 302
[16-Jul-2014 11:34:30 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 11:34:30 UTC] PHP Warning:  htmlspecialchars(): Invalid multibyte sequence in argument in /media/sf_www/symfony/wiki/path/vendor/symfony/symfony/src/Symfony/Bridge/Twig/Extension/CodeExtension.php on line 100
[16-Jul-2014 12:16:44 UTC] PHP Fatal error:  Call to a member function getMethod() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Controller/UsersController.php on line 110
[16-Jul-2014 16:28:33 UTC] PHP Parse error:  syntax error, unexpected ')' in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Form/UserType.php on line 33
[16-Jul-2014 16:52:52 UTC] PHP Fatal error:  Class 'Algorithm\WikiBundle\Controller\MessageDigestPasswordEncoder' not found in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Controller/UsersController.php on line 76
[16-Jul-2014 17:08:47 UTC] PHP Fatal error:  Class 'Algorithm\WikiBundle\Form\parrent' not found in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Form/UserUpdateType.php on line 15
[16-Jul-2014 20:49:22 UTC] PHP Fatal error:  Call to a member function getFirstname() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Controller/ServersController.php on line 39
[19-Jul-2014 12:05:11 UTC] PHP Parse error:  syntax error, unexpected ':' in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Controller/ServersController.php on line 196
[24-Jul-2014 16:27:14 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 40
[24-Jul-2014 16:27:47 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 40
[24-Jul-2014 16:31:18 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 43
[24-Jul-2014 16:31:37 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 43
[24-Jul-2014 16:32:26 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 43
[24-Jul-2014 16:35:07 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 43
[24-Jul-2014 16:35:21 UTC] PHP Fatal error:  Call to a member function getCountryName() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/SecurityBundle/Controller/SecurityController.php on line 43
[27-Jul-2014 21:13:30 UTC] PHP Fatal error:  Call to undefined method Algorithm\WikiBundle\Entity\Account::getClient() in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Controller/ClientsController.php on line 186
[28-Jul-2014 21:01:34 UTC] PHP Fatal error:  Call to a member function info() on a non-object in /media/sf_www/symfony/wiki/path/src/Algorithm/WikiBundle/Controller/ServersController.php on line 282
